"occurrenceID"	"LUP"	"altibelt"	"dem"	"geometry"
"53548d26-6260-454c-ba6e-af9572bd97cd"	1	4	892	55.4384|-4.64427
"b4889fc5-1752-4eea-a965-3ca39cd0f38d"	1	4	892	55.4384|-4.64427
"fab985a9-81c0-4069-b0f3-65f2d2141c59"	2	2	378	55.42499|-4.63351
"ae79d068-0654-428c-b095-8bc0c7a1d0b4"	2	2	378	55.42499|-4.63351
"8434d5ce-b8e1-4c1d-b9c8-5bd9e6ab1db9"	2	2	378	55.42499|-4.63351
"707d5b08-8da2-4766-be68-bfdef7b3add8"	2	2	378	55.42499|-4.63351
"c07a2b46-8153-47b2-903c-fdac9aaa8f0f"	2	2	378	55.42499|-4.63351
"8617813e-6cef-4d2e-83bb-3b07fb2c7d85"	2	2	378	55.42499|-4.63351
"6dc506c8-b604-407c-a47f-b8b710d2d2d1"	2	2	378	55.42499|-4.63351
"7dd5b84d-f0f9-4df4-94ab-13f47621727d"	2	2	378	55.42499|-4.63351
"c5164f9b-affb-410e-8ffd-6a914d0204b9"	2	2	378	55.42499|-4.63351
"d1f23e5e-acfe-4be3-91e8-0e1cae752f6f"	2	3	523	55.42357|-4.63537
"6a88d414-87c5-4ab7-940a-776e8c7d2cc0"	2	2	378	55.42499|-4.63351
"732a8be7-60b6-41bc-ab22-b4001c49350a"	2	2	378	55.42499|-4.63351
"3d137674-3a6e-4042-81db-08ff13b8fddc"	2	2	378	55.42499|-4.63351
"d9abc580-c8fe-4faf-97c9-da392579d887"	2	2	378	55.42499|-4.63351
"14e0a1d1-6b82-454d-9030-e6eb298bd9f7"	2	2	378	55.42499|-4.63351
"d8b62afa-9ee3-4ace-b2c6-bf493a991481"	2	2	378	55.42499|-4.63351
"ff7d1072-96e2-47cc-8e6e-7afd1253830a"	2	2	378	55.42499|-4.63351
"6c17f048-8abd-43d6-ade8-02fdb1ec91e9"	2	2	378	55.42499|-4.63351
"eb3a9d10-75ff-4edc-b91b-905d58922524"	2	2	378	55.42499|-4.63351
"033f2fbd-ebc8-44e7-8650-2d6d825a83f1"	2	2	378	55.42499|-4.63351
"a3577ad6-55e8-472e-a8bf-0381f2a00008"	2	2	378	55.42499|-4.63351
"5f8e632a-800b-4dc0-a6cb-18d0e1eb0c3c"	2	2	459	55.42512|-4.63475
"075c52a9-b509-455c-831b-9381ba5a1e3c"	2	2	378	55.42499|-4.63351
"506ae7f4-b302-45b2-b7b3-e73da45fb6bb"	3	1	254	55.4247|-4.62963
"68e4eeac-8cc1-452b-9992-832b385dd6aa"	3	1	254	55.4247|-4.62963
"70cba70d-45c7-448a-9568-093b7de6ef1b"	2	2	378	55.42499|-4.63351
"5cb8c2c6-3632-4f4c-a7b0-5893ee578065"	2	2	378	55.42499|-4.63351
"d8b3ad98-d54b-4354-867a-8c53bd44021b"	2	2	378	55.42499|-4.63351
"2db1de59-088c-4568-81ee-a698a058381a"	2	2	378	55.42499|-4.63351
"47156c42-1736-49e1-b7b6-9395303d040c"	3	1	254	55.4247|-4.62963
"d76e6660-1aec-4dda-8118-6bdb9dfcb20e"	2	2	378	55.42499|-4.63351
"189fc42b-2c76-4531-9d80-60e59bad8612"	2	2	378	55.42499|-4.63351
"a0d15360-d64e-456c-a7df-0006d6656ef1"	1	4	781	55.43827|-4.63939
"dc198fb1-ccce-4862-b351-ab85538533e1"	1	4	781	55.43827|-4.63939
"4d3f67e7-a35f-496b-ae85-e732edb8640b"	1	4	781	55.43827|-4.63939
"1a109444-8c06-4d70-be44-7ef497b9e2fd"	1	4	781	55.43827|-4.63939
"84e6b69f-07d7-45a3-8bbc-7805003c32b1"	1	4	781	55.43827|-4.63939
"312d9399-9e41-4fc2-b50f-26141122d022"	1	4	781	55.43827|-4.63939
"7224c684-2f52-4ce6-b152-f601f69b7347"	1	4	781	55.43827|-4.63939
"d5610d87-c36a-42bf-a8b3-5c77b3e30773"	1	4	781	55.43827|-4.63939
"c942ee8d-ceba-4a9e-80b9-3ffbf2f90450"	1	4	781	55.43827|-4.63939
"12c3b5c7-1ef1-4ab0-9cd8-5f77c1fccbe7"	1	4	781	55.43827|-4.63939
"c6966c73-9546-4f75-b2f1-8176df455f41"	1	4	833	55.43687|-4.64107
"36ec93a1-82cb-4239-ab33-b25aafa47149"	1	4	833	55.43687|-4.64107
"a39f0566-3dc7-472d-88d0-089e745c5005"	1	4	833	55.43687|-4.64107
"775887c7-344e-49d5-8f4d-6dfeeb5f430e"	1	4	833	55.43687|-4.64107
"61390933-3d97-4ad1-8423-c4d250f4a03b"	1	4	833	55.43687|-4.64107
"357a68e1-16de-40eb-b0d0-36b8ed91e09e"	1	4	833	55.43687|-4.64107
"29ec21cd-6ae0-463a-8b23-4e1e8c024d5f"	1	4	833	55.43687|-4.64107
"85372b97-e612-467e-bc5a-1e02f68c9e08"	1	4	833	55.43687|-4.64107
"88cc0977-6f9a-45cf-8e2e-f0c733d22842"	1	4	833	55.43687|-4.64107
"e27dd521-a941-4eca-adb1-4270d1f6cfa9"	1	4	781	55.43827|-4.63939
"1c1d6d82-530b-47cc-9be7-d100c1c37745"	1	4	781	55.43827|-4.63939
"75981bc7-1106-4c8f-a072-4c39f4b4aa55"	1	4	781	55.43827|-4.63939
"20104602-586b-4b99-b082-21db809da6ad"	1	4	781	55.43827|-4.63939
"9a001b93-f90a-47e7-a24d-64e95c73ebeb"	1	4	781	55.43827|-4.63939
"406465f3-db0f-4c76-9a03-57ab6a75ce06"	1	4	781	55.43827|-4.63939
"c0464e74-6546-44bd-921c-124dc689a200"	1	4	781	55.43827|-4.63939
"04ad1c7b-26d0-416f-87e8-a47c4da9ce6d"	1	4	781	55.43827|-4.63939
"1ccdcb8e-722f-421c-9b9b-bb51d56b494e"	1	4	781	55.43827|-4.63939
"3b55beb1-87ad-4b01-ae7a-8f5660aa5b3b"	1	4	781	55.43827|-4.63939
"cd72b071-5da1-4806-bffd-22fb658d2562"	1	4	781	55.43827|-4.63939
"4b8f9371-9ca3-4a4d-9b65-9bea5798f710"	1	4	781	55.43827|-4.63939
"2fc6e7e7-20b5-4b06-9461-2ffb4c457c70"	1	4	781	55.43827|-4.63939
"2ec5d04e-eb7f-4e7b-91f8-1b1acb8229c3"	1	4	781	55.43827|-4.63939
"dcc32044-bc8e-4cee-8f00-c76a2094e593"	1	4	781	55.43827|-4.63939
"88955a49-842b-4348-9257-eb63057efeb8"	1	4	781	55.43827|-4.63939
"56b0eea2-bff6-451d-898c-4ab4162e0194"	1	4	781	55.43827|-4.63939
"524edb5b-4a99-45e0-add3-8eb4eddfab52"	1	4	781	55.43827|-4.63939
"abe3fc18-6eb0-44f4-a97b-8880471f3683"	1	4	781	55.43827|-4.63939
"7c222e2d-787a-4220-92c3-67e4dc0aafd8"	1	4	781	55.43827|-4.63939
"5635d483-b0b0-4034-befe-0069f9cd7117"	1	4	781	55.43827|-4.63939
"f6fca554-4720-4fc8-9eb0-e2c3a7e1e657"	1	4	781	55.43827|-4.63939
"c1f8532a-08e5-4aa1-bacf-d139b7e1eeb2"	1	4	781	55.43827|-4.63939
"bbb584cc-5de6-4ba7-899e-d9eec6754f12"	1	4	781	55.43827|-4.63939
"dedaeac4-50f2-4355-b088-f7c57dac4bc0"	1	4	781	55.43827|-4.63939
"dcacf701-9b27-4da6-9596-15d0f753a949"	1	4	781	55.43827|-4.63939
"f4a9ee0b-d3ed-4078-826b-d64bf4b2adb0"	1	4	781	55.43827|-4.63939
"082b3ff2-b818-4983-9c4a-5952684dae66"	1	4	781	55.43827|-4.63939
"b5451385-15a0-4593-9bad-7e73c153231a"	1	4	781	55.43827|-4.63939
"f0aef5b8-3716-4a66-abd6-208b61a05a64"	1	4	781	55.43827|-4.63939
"3e288fa9-d4c4-48f7-bf9c-ba8a27c37fd5"	1	4	781	55.43827|-4.63939
"405abd96-91cd-4fe1-9dc6-ed82b69c0434"	1	4	781	55.43827|-4.63939
"5f6b1e37-97ff-4b95-adcb-dad9495e7694"	1	4	781	55.43827|-4.63939
"c2e86340-22f4-44c8-bcf5-51d96ed4209b"	1	4	781	55.43827|-4.63939
"3b706e51-f8d7-4dec-a3e8-8c112a955b0f"	1	4	781	55.43827|-4.63939
"98831ea0-fe45-438d-a4ed-414f9e93269b"	1	4	781	55.43827|-4.63939
"623d22d5-45a6-417b-95d8-37fb9ad1e06f"	1	4	781	55.43827|-4.63939
"09209262-ca94-4884-afbb-68e6931b3e64"	1	4	781	55.43827|-4.63939
"c9a58904-d560-416e-8596-a7811fc7c2e8"	1	4	781	55.43827|-4.63939
"2a8c1f54-aec5-45a5-9f32-8ff9166eb47a"	1	4	781	55.43827|-4.63939
"263603bf-a862-46f2-94c4-5bdcb6161ae2"	1	4	781	55.43827|-4.63939
"78ed870f-1fc5-4822-9ea8-247e481d0515"	1	4	781	55.43827|-4.63939
"4af6cee2-80a2-435a-910a-450df9c22112"	1	4	781	55.43827|-4.63939
"00481fc5-8e0f-4318-9b2d-c71dfd83ae7c"	1	4	781	55.43827|-4.63939
"a00ca66b-039d-4ad1-a8aa-48ff671c122c"	1	4	781	55.43827|-4.63939
"d57050aa-2a74-4899-a5ee-719a9c20b128"	1	4	781	55.43827|-4.63939
"7bd1e606-a5fe-4ed6-a734-1418d4e57bdc"	1	4	781	55.43827|-4.63939
"f8f75ac5-2328-495f-81cb-6a0b94422208"	1	4	781	55.43827|-4.63939
"41762dec-51bd-440a-ae83-8f233f0765e1"	1	4	781	55.43827|-4.63939
"20f3037c-5a28-4e64-b28c-cb4539a93140"	1	4	781	55.43827|-4.63939
"bf0d2d98-d214-4043-b62f-aadb5b129a92"	1	4	781	55.43827|-4.63939
"539f3464-25de-47c2-97a5-fb2cd78f00ed"	1	4	781	55.43827|-4.63939
"271158e9-883b-4875-b542-4e7778eb8aeb"	1	4	781	55.43827|-4.63939
"5f7ac98b-6c84-4202-873c-219702f141e5"	1	4	781	55.43827|-4.63939
"8d3a1c28-08ec-44cc-a8b5-46561e9c4c4d"	1	4	781	55.43827|-4.63939
"2059547a-e613-4f8f-9b5f-ad401ddc7b8f"	1	4	781	55.43827|-4.63939
"6d452c3f-8498-4de4-92f5-ab32cd02cd10"	1	4	781	55.43827|-4.63939
"9aa8b7f2-d0ef-4aab-8e6b-833c8e83be36"	1	4	781	55.43827|-4.63939
"83314d50-5841-4181-af3f-f4322e52e332"	1	4	781	55.43827|-4.63939
"3a94e221-754c-4595-becb-eb94e1a87e12"	1	4	781	55.43827|-4.63939
"58eaf089-b62f-47f2-9182-60f4a7ea61af"	1	4	781	55.43827|-4.63939
"978ba862-1ae8-4b5b-9485-706c34e2f0cb"	1	4	781	55.43827|-4.63939
"39765fc3-31e9-4e55-a1a4-0a7330e34503"	1	4	781	55.43827|-4.63939
"5ea989c5-a88a-4bd0-9536-2ca0670a8ea8"	1	4	781	55.43827|-4.63939
"6455627d-d203-42b4-bcc7-87ce38481227"	1	4	781	55.43827|-4.63939
"0fb88521-c44b-48a4-9b77-c3b5cfef42c3"	1	4	781	55.43827|-4.63939
"3b4a9342-130f-4420-8877-23dcef31c876"	1	4	781	55.43827|-4.63939
"82e38fc7-16b9-4610-9a99-539234f09209"	1	4	781	55.43827|-4.63939
"7c8c9592-c299-4f08-b206-106aa587d93d"	1	4	781	55.43827|-4.63939
"6c09572a-a024-43e5-a7c5-625e5580794f"	1	4	781	55.43827|-4.63939
"ed076f6b-7092-49d1-bbbc-8a522258ed1d"	1	4	781	55.43827|-4.63939
"43c91936-81a0-4122-b07c-98de9a145de6"	1	4	781	55.43827|-4.63939
"ab9e75a2-bfed-4163-a613-fcc79af033d9"	1	4	781	55.43827|-4.63939
"a301a0d4-1def-4d7c-85df-95d76c03cc1f"	1	4	781	55.43827|-4.63939
"81d03dbc-551b-42ae-bc0b-4f339e796c6f"	1	4	781	55.43827|-4.63939
"d8f934e8-0884-434d-97f5-244b00c6f801"	1	4	781	55.43827|-4.63939
"9f2e61e6-3c5d-4486-a13f-3273140d1707"	1	4	781	55.43827|-4.63939
"34e9e99b-0df4-4d94-9843-528b7f3cb557"	1	4	781	55.43827|-4.63939
"dead4f92-0352-4be0-abe9-06a86cde631d"	1	4	781	55.43827|-4.63939
"4e525e51-2b6d-4f4d-8e55-1d758a4d7fd4"	1	4	781	55.43827|-4.63939
"b00cfbee-bcf8-4935-b38e-d28683a2b2a5"	1	4	781	55.43827|-4.63939
"443c5489-e77b-4734-850e-d9bf898dbec7"	1	4	781	55.43827|-4.63939
"ecac8d41-2c06-4d9d-ac0c-c20c66a9b454"	1	4	781	55.43827|-4.63939
"e948c788-5bc4-439e-b0ab-8e2c75c9a1b5"	1	4	781	55.43827|-4.63939
"326718c6-cfbc-452f-aef3-9cfd3da09621"	1	4	781	55.43827|-4.63939
"be57415f-29a3-47d8-ba68-d67da53c5390"	1	4	781	55.43827|-4.63939
"02ce3905-2007-4108-90ec-f091f405bd58"	1	4	781	55.43827|-4.63939
"367fea18-7740-4208-9bc1-da43a670762e"	1	4	781	55.43827|-4.63939
"7b95e23b-1c28-4034-9078-7515438133a0"	1	4	781	55.43827|-4.63939
"ab6413ee-19ed-438e-a90d-65d0f2c2885d"	1	4	781	55.43827|-4.63939
"084bcf2f-5b82-4a56-be33-bd7046828fcb"	1	4	781	55.43827|-4.63939
"16b88486-e2fb-4d27-9887-71cdb881c941"	1	4	781	55.43827|-4.63939
"c90740c8-088f-4d57-b1e8-f6d6f56d3bd0"	1	4	781	55.43827|-4.63939
"463afbba-5701-42cb-8ab8-7be2287b0111"	1	4	781	55.43827|-4.63939
"8635d59f-af9c-49e8-8daa-e69df468b058"	1	4	781	55.43827|-4.63939
"760d3d0f-ab9b-4758-8451-36e082193600"	1	4	781	55.43827|-4.63939
"181e8aab-c304-469a-873b-73ef69faae09"	1	4	781	55.43827|-4.63939
"f5dc058f-d0a8-4368-a663-6f5be1513738"	1	4	781	55.43827|-4.63939
"04a3c87b-8af6-4cf9-b893-a7421dc630e6"	1	4	781	55.43827|-4.63939
"009bc7c4-5ea7-4b37-bf71-075c4aa4e361"	1	4	781	55.43827|-4.63939
"c09332c2-d940-46e3-817e-68376c4e4755"	1	4	781	55.43827|-4.63939
"ea4be3ab-6087-42ba-ba8d-121b82682319"	1	4	781	55.43827|-4.63939
"14b89916-b1bc-42c1-912a-079e43cfaf21"	1	4	781	55.43827|-4.63939
"ed8f3e55-2cea-42ff-a5f8-e32533587913"	1	4	781	55.43827|-4.63939
"ed4faf46-7446-4e40-996f-fc4bcd107e1d"	1	4	781	55.43827|-4.63939
"0f185cf2-d65b-4349-88d1-cff3bbebfe54"	1	4	781	55.43827|-4.63939
"f938e0f8-93c7-469f-b8a0-b18d5cc6c905"	1	4	781	55.43827|-4.63939
"d7459a3f-40ef-4523-8813-d9be6288b61b"	1	4	781	55.43827|-4.63939
"c7e6d303-9cea-4f9c-bc43-dba9f468b9b8"	1	4	781	55.43827|-4.63939
"40b14749-2d4c-424c-af9b-91d918ae3976"	1	4	781	55.43827|-4.63939
"0609c40f-9fb0-4ff8-bc09-1ab044b4b6b6"	1	4	781	55.43827|-4.63939
"6dcfc68c-695d-4b87-b2d2-c36d0b7d5c61"	1	4	781	55.43827|-4.63939
"ecee1d9a-1778-4840-973d-29d315707a09"	1	4	781	55.43827|-4.63939
"d872a5e9-53f1-44ac-b5de-de35069b9900"	1	4	781	55.43827|-4.63939
"3c53dd3c-9e74-4002-b9b5-2635a8c44081"	1	4	781	55.43827|-4.63939
"9cacee7e-4905-4690-8d67-a8b907b36827"	1	4	781	55.43827|-4.63939
"ea60880c-a76d-4354-af18-eb71d19ee93f"	1	4	781	55.43827|-4.63939
"bf380cfa-12ce-4cdb-a73d-f90d8458b28f"	1	4	781	55.43827|-4.63939
"e2c9944d-10a8-4e1e-8e6f-c6e9906a9a92"	1	4	781	55.43827|-4.63939
"3b3da985-7e7d-4f3d-b951-ea80833ee0cc"	1	4	781	55.43827|-4.63939
"ead5454b-2781-47c6-a183-a0af80b3b966"	1	4	781	55.43827|-4.63939
"86f8a4f9-7ad5-48bd-b6d8-140996f71a26"	1	4	781	55.43827|-4.63939
"8105df0b-e105-43df-a999-ce5aa4340adb"	1	4	781	55.43827|-4.63939
"55ea6b84-e38a-41e1-beaa-d5941363ddfa"	1	4	781	55.43827|-4.63939
"d5fa59b5-b1c1-42f0-89c4-2ff7885b0046"	1	4	781	55.43827|-4.63939
"0b572c9f-992c-4b41-ab79-b9fce450a53c"	1	4	781	55.43827|-4.63939
"e898c241-db25-4f23-93be-95ffc708866b"	1	4	781	55.43827|-4.63939
"3b4b9f7e-5aa9-44fa-97b4-350e2adf405f"	1	4	781	55.43827|-4.63939
"0445e517-7257-486e-900d-b14b9bc6a250"	1	4	781	55.43827|-4.63939
"b3908ab7-3001-4aa0-a3f8-c1c5ff2c40a9"	1	4	781	55.43827|-4.63939
"1a57b4ee-5ff0-4984-8485-b6fb4813a706"	1	4	781	55.43827|-4.63939
"7f420407-05f2-4f64-8187-aee62f36a982"	1	4	833	55.43687|-4.64107
"a47074d1-026e-4e24-9252-b4227f2c51e2"	1	4	833	55.43687|-4.64107
"45acca0a-710f-45c2-9180-a2bfcaea1418"	1	4	833	55.43687|-4.64107
"f7ecc1eb-4d11-4ebd-9592-12379087ceb2"	1	4	833	55.43687|-4.64107
"c41ec050-ad55-4d2c-8c13-a7c83e6bd39b"	1	4	833	55.43687|-4.64107
"5166dc35-9b6d-4eea-b481-537be68647d3"	1	4	833	55.43687|-4.64107
"ca994fbe-0393-4005-9728-fdf149a8c32e"	1	4	833	55.43687|-4.64107
"b8161c28-12c8-4f88-aeea-500f78236b33"	1	4	833	55.43687|-4.64107
"662bf989-518d-4bd9-8728-a02f43a0771a"	1	4	833	55.43687|-4.64107
"d235c677-3d78-4b94-8719-27f85ff0756a"	1	4	833	55.43687|-4.64107
"a91f7845-0b35-403c-8989-9e6ef5e6630b"	1	4	833	55.43687|-4.64107
"b5670320-2627-450b-9279-5af01fb86aed"	1	4	833	55.43687|-4.64107
"46928776-1226-41a7-b6f2-fdfe171776ce"	1	4	833	55.43687|-4.64107
"d9d3590f-a07f-4fa8-ae1e-66194e5ec4bf"	1	4	833	55.43687|-4.64107
"3d6ae221-6d77-4472-b0ee-e00ee33f8720"	1	4	833	55.43687|-4.64107
"5a1d51a6-db3a-44fd-85a6-2d7cd9ac2d4b"	1	4	833	55.43687|-4.64107
"b124856a-8922-47fb-a56e-7a62d65c91cb"	1	4	833	55.43687|-4.64107
"b997ba04-a4a1-4a23-b57d-eb420abeef9f"	1	4	833	55.43687|-4.64107
"e1f7afc6-a0a6-40f6-8907-f60780e853e1"	1	4	833	55.43687|-4.64107
"ff80a459-61a4-4765-b7c0-8d685738b609"	1	4	833	55.43687|-4.64107
"96dc59f8-72a0-47b4-a40f-c0776eb43d36"	1	4	833	55.43687|-4.64107
"660c943c-2645-459b-853d-b4dda3a075f0"	1	4	833	55.43687|-4.64107
"817c25f0-93b1-49ef-a1ae-260a1b8b8944"	1	4	833	55.43687|-4.64107
"75d1ddb1-276d-41e4-a4b5-6e846db59161"	1	4	833	55.43687|-4.64107
"6baa455a-cbf8-4295-bc3a-56671ff85ae1"	1	4	833	55.43687|-4.64107
"1c8d277f-db35-4fbd-bf64-7032e7e547ac"	1	4	833	55.43687|-4.64107
"5509c512-1ee2-4716-a684-e454ff8a8922"	1	4	833	55.43687|-4.64107
"85e8044c-ece3-4602-b15d-4f3efa2d445f"	1	4	833	55.43687|-4.64107
"e0729691-27b9-4e37-a439-157c1803d769"	1	4	833	55.43687|-4.64107
"35b49684-5440-4c78-9f3f-caafe63767c6"	1	4	833	55.43687|-4.64107
"530b7050-582d-4279-9959-bdbc60f9f0f3"	1	4	833	55.43687|-4.64107
"6690e7d0-7f34-44ed-b690-3fbda59a5ede"	1	4	833	55.43687|-4.64107
"bfd9f3d6-31c4-4753-9bc5-98839f00ed62"	1	4	833	55.43687|-4.64107
"5ce4f538-804f-407b-a950-72acc546000d"	1	4	833	55.43687|-4.64107
"fe41c760-2ad6-4df9-a1b7-205fdb6c7f3a"	1	4	833	55.43687|-4.64107
"f4fbc601-bc9d-4fca-8a3b-cfaa3a9e236d"	1	4	833	55.43687|-4.64107
"c1382102-3f17-4712-9fe8-ecd50b6f85cb"	1	4	833	55.43687|-4.64107
"3bb8f875-acaf-4059-8c87-dd9a7be24e61"	1	4	833	55.43687|-4.64107
"de257252-ca65-4e24-a3fb-50d46e040900"	1	4	833	55.43687|-4.64107
"e398a5ca-9642-4664-89a7-586571687466"	1	4	833	55.43687|-4.64107
"54777de3-6d68-4f87-bd4e-585330e6304b"	1	4	833	55.43687|-4.64107
"11282965-4e8d-4cfa-bad5-347c7cf1ab18"	1	4	833	55.43687|-4.64107
"542fbf5a-de4e-4939-a463-26d98dd1b485"	1	4	833	55.43687|-4.64107
"f6887014-f8c8-484b-b3c3-30f05437e1f2"	1	4	833	55.43687|-4.64107
"ca2178b7-6115-4d7b-9c25-2c3476e9d597"	1	4	833	55.43687|-4.64107
"443e0698-4b8b-4f8f-90bd-c10caa48112a"	1	4	833	55.43687|-4.64107
"e19f0b4c-6f86-43b1-b975-d5259b9f15db"	1	4	833	55.43687|-4.64107
"a1e4bd3f-7c4f-4d84-b6fa-e7b24ecbdf08"	1	4	833	55.43687|-4.64107
"59cd8511-e258-4de2-82cc-fef08e5d1fc7"	1	4	833	55.43687|-4.64107
"47095289-7cdd-4764-8792-887ff38388fa"	1	4	833	55.43687|-4.64107
"730d8cf7-2ac0-49e0-8d27-673d8ed1c55b"	1	4	833	55.43687|-4.64107
"03c0c637-d1d8-4081-88d7-3458fc2133c1"	1	4	833	55.43687|-4.64107
"97d591cc-e698-4b65-aef3-d5c1e3cf5605"	1	4	833	55.43687|-4.64107
"b998b24b-0982-4435-9ab4-4e082f7efbb5"	1	4	833	55.43687|-4.64107
"99b406af-c976-4300-896f-ffca84dd3328"	1	4	833	55.43687|-4.64107
"b76a0e6c-ebf1-47a1-8c68-12967ac42a0b"	1	4	833	55.43687|-4.64107
"9e685461-6203-4db9-b203-6514e245606e"	1	4	833	55.43687|-4.64107
"9b6af903-77d3-4921-9873-33b15c6e7858"	1	4	833	55.43687|-4.64107
"8f0d896d-f418-435a-844e-d942ff95f804"	1	4	833	55.43687|-4.64107
"244e992e-8620-4d2d-936f-8decafd707ba"	1	4	833	55.43687|-4.64107
"3edd1370-eb17-4dfb-a477-7b05a43e2d87"	1	4	833	55.43687|-4.64107
"4e726a35-1d47-489d-b9eb-455a5a13bf80"	1	4	833	55.43687|-4.64107
"b70469c7-7812-4586-b071-0f1d47a8d22b"	1	4	833	55.43687|-4.64107
"35d022b6-2e91-4321-93c6-1d255d71c137"	1	4	833	55.43687|-4.64107
"ec26d72a-42ac-488a-80f5-7ded5f61c618"	1	4	833	55.43687|-4.64107
"f33476f9-99dd-44b5-b23f-0bd96f66b413"	1	4	833	55.43687|-4.64107
"3d87e831-a2f3-4f86-83ad-9cfaca5ed148"	1	4	833	55.43687|-4.64107
"0505530c-3aa0-4db1-8bf3-26f022a7b7fe"	1	4	833	55.43687|-4.64107
"c7a5a77d-9d43-4d83-b3dc-09f450a14618"	1	4	833	55.43687|-4.64107
"e95d4760-a807-428c-b1f9-fa5cc1d96265"	1	4	833	55.43687|-4.64107
"a0c824f6-8e57-43b0-afaa-182bb8e42e76"	1	4	833	55.43687|-4.64107
"35cb48c7-d1e5-44dc-b111-4e7b0df3d17c"	1	4	833	55.43687|-4.64107
"32bfc114-a265-4d67-b68e-1df2ec4e5f13"	1	4	833	55.43687|-4.64107
"29c0b246-945f-405f-90ad-c4f84540e38c"	1	4	833	55.43687|-4.64107
"a1602b3a-1bd4-432e-bf91-ee9d2a788eba"	1	4	833	55.43687|-4.64107
"06b35d67-782c-4b5c-89ed-7f4bba1b444d"	1	4	833	55.43687|-4.64107
"734fb8b5-2145-486a-9384-2fbb3ece0bce"	1	4	833	55.43687|-4.64107
"87efc5a0-93de-4f81-8d6f-09db234b2b48"	1	4	833	55.43687|-4.64107
"8ca078fd-bba0-46a6-9919-7163b03d16bc"	1	4	833	55.43687|-4.64107
"7c04df4e-3448-465f-be9e-9e2fcf051256"	1	4	833	55.43687|-4.64107
"3c0912c7-384a-41b7-8dad-2552d0b46d67"	1	4	833	55.43687|-4.64107
"153322d0-d165-4c25-b820-38bff8d2841c"	1	4	833	55.43687|-4.64107
"c340eec1-7571-4bfb-aab7-e0375faa107c"	1	4	833	55.43687|-4.64107
"77402a47-11ba-4d89-baf9-c462209db773"	1	4	833	55.43687|-4.64107
"a2085893-67b9-41c8-837c-b4d6c7e4b06c"	1	4	833	55.43687|-4.64107
"863d803b-4e43-42d3-a221-ebeee52c5d49"	1	4	833	55.43687|-4.64107
"d77e147c-e528-49b5-8990-98f4b0cabb2c"	1	4	833	55.43687|-4.64107
"7c08e6fd-f21c-4bd8-8886-ef15fef214ca"	1	4	833	55.43687|-4.64107
"ec3edf96-f74b-4509-9afc-bfa376228266"	1	4	833	55.43687|-4.64107
"7ef315e4-117d-4138-8000-1387002721c7"	1	4	833	55.43687|-4.64107
"99998bbe-ca2e-4cbc-8059-2e4c00137f85"	1	4	833	55.43687|-4.64107
"d2aad4f8-e89c-4e9c-844d-af36fa113db2"	1	4	833	55.43687|-4.64107
"79cb291b-6a71-4249-8d41-4c5d134c9f92"	1	4	833	55.43687|-4.64107
"26da3933-ee0b-45b7-b6c9-1c13fb9b1c7b"	1	4	833	55.43687|-4.64107
"be62ca30-5ea3-4526-b287-30f5770f0fee"	1	4	833	55.43687|-4.64107
"4f8f53e2-a32f-4ade-8064-2c57d5018e9c"	1	4	833	55.43687|-4.64107
"e960ee4e-371e-498d-8b67-d32bfb726acb"	1	4	833	55.43687|-4.64107
"57572a5a-5198-45ea-a5fa-d263ca4b33ce"	2	1	286	55.39399|-4.63537
"d52bce06-e25b-43e9-8b58-c7649bb622b2"	1	3	566	55.40249|-4.63422
"ccd27042-652f-4be9-918c-f32c607f9d93"	1	2	307	55.49903|-4.70193
"7f8f012a-ac6e-445c-8008-a5973adff5c9"	1	2	317	55.49536|-4.70083
"ba7bcfb9-8173-42de-94ee-a6326488aa6b"	1	2	317	55.49536|-4.70083
"9e2e0b52-42ee-4b3f-a1ea-9b326ddad5a8"	1	2	317	55.49536|-4.70083
"8fa5ffdd-c80c-42ca-b4b8-2157c9ae6b76"	1	2	363	55.49612|-4.69875
"9b9fab44-feb4-43ad-b310-60120c39692a"	1	2	317	55.49536|-4.70083
"eca22e3d-369e-47d9-a427-12dc30a9d52f"	1	2	317	55.49536|-4.70083
"c2804cb9-8826-4874-8ba7-64bddbaa279c"	1	2	317	55.49536|-4.70083
"7d900586-7a96-4c15-8e05-60da37cf3634"	1	2	317	55.49536|-4.70083
"ce658895-2fec-4861-a7fe-9d6b6a656af6"	1	2	317	55.49536|-4.70083
"c66409f5-b051-4b83-8bd7-0d0bcc2fa644"	1	2	317	55.49536|-4.70083
"740f759d-f500-4ae5-a55b-a6a0c3547a88"	1	2	317	55.49536|-4.70083
"8d25e722-1a95-4f7b-8dac-857bf6e305b8"	1	2	317	55.49536|-4.70083
"f8d8de8f-db12-4678-97d8-c04d44fb74dc"	1	2	317	55.49536|-4.70083
"325b189e-8847-40da-9897-a1a4e31cbb4c"	1	2	317	55.49536|-4.70083
"6c952c86-e32f-4e4d-9849-03ec54c8cdae"	1	2	317	55.49536|-4.70083
"c8c41bc9-2f35-478f-8a0e-23be2dc8f1fd"	1	2	317	55.49536|-4.70083
"eb443868-303b-4e0d-b413-aafc8c175181"	1	2	317	55.49536|-4.70083
"a6903481-389c-411d-bd3c-bb3b06e7b281"	1	2	317	55.49536|-4.70083
